Run,AGE,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,dev_stage,Ecotype,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue,AssemblyName
SRR6862445,not applicable,WGS,295,1752785069,PRJNA434660,SAMN08567280,Plant,695682745,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817370,USA,North America,USA:Maryland,Illumina HiSeq 4000,101,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:06:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862446,not applicable,WGS,299,6616898015,PRJNA434660,SAMN08567280,Plant,1569871277,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817369,USA,North America,USA:Maryland,Illumina HiSeq 4000,105,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:14:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862447,not applicable,WGS,295,2149806866,PRJNA434660,SAMN08567280,Plant,849677026,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817368,USA,North America,USA:Maryland,Illumina HiSeq 4000,103,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:08:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862448,not applicable,WGS,299,6391810350,PRJNA434660,SAMN08567280,Plant,1517578697,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817367,USA,North America,USA:Maryland,Illumina HiSeq 4000,108,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:14:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862449,not applicable,WGS,299,4132359803,PRJNA434660,SAMN08567280,Plant,975341936,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817366,USA,North America,USA:Maryland,Illumina HiSeq 4000,106,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:12:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862450,not applicable,WGS,299,4865871193,PRJNA434660,SAMN08567280,Plant,1143456019,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817365,USA,North America,USA:Maryland,Illumina HiSeq 4000,110,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:17:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862451,not applicable,WGS,299,3601518516,PRJNA434660,SAMN08567280,Plant,1091989717,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817364,USA,North America,USA:Maryland,Illumina HiSeq 4000,64,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:08:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862452,not applicable,WGS,299,2110628019,PRJNA434660,SAMN08567280,Plant,647436227,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817363,USA,North America,USA:Maryland,Illumina HiSeq 4000,63,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:08:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862453,not applicable,WGS,299,4425787501,PRJNA434660,SAMN08567280,Plant,1470047989,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817362,USA,North America,USA:Maryland,Illumina HiSeq 4000,60,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:16:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862454,not applicable,WGS,299,4569234028,PRJNA434660,SAMN08567280,Plant,1506116739,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817361,USA,North America,USA:Maryland,Illumina HiSeq 4000,59,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:14:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862455,not applicable,WGS,299,2490925143,PRJNA434660,SAMN08567280,Plant,767131385,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817360,USA,North America,USA:Maryland,Illumina HiSeq 4000,62,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:08:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862456,not applicable,WGS,299,2035524998,PRJNA434660,SAMN08567280,Plant,642047306,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817359,USA,North America,USA:Maryland,Illumina HiSeq 4000,61,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:07:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862457,not applicable,WGS,299,3436275743,PRJNA434660,SAMN08567280,Plant,1063972702,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817358,USA,North America,USA:Maryland,Illumina HiSeq 4000,56,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:09:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862458,not applicable,WGS,299,4432541580,PRJNA434660,SAMN08567280,Plant,1382800982,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817357,USA,North America,USA:Maryland,Illumina HiSeq 4000,55,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:14:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862459,not applicable,WGS,299,4130974346,PRJNA434660,SAMN08567280,Plant,1305917912,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817356,USA,North America,USA:Maryland,Illumina HiSeq 4000,58,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:13:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862460,not applicable,WGS,299,3254247357,PRJNA434660,SAMN08567280,Plant,1078762760,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817355,USA,North America,USA:Maryland,Illumina HiSeq 4000,57,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:09:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862461,not applicable,WGS,298,5409662278,PRJNA434660,SAMN08567280,Plant,1685516181,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817354,USA,North America,USA:Maryland,Illumina HiSeq 4000,4,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:10:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862462,not applicable,WGS,299,5222399930,PRJNA434660,SAMN08567280,Plant,1604818314,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817353,USA,North America,USA:Maryland,Illumina HiSeq 4000,3,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:11:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862463,not applicable,WGS,299,6265269048,PRJNA434660,SAMN08567280,Plant,1926274737,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817352,USA,North America,USA:Maryland,Illumina HiSeq 4000,2,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:12:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862464,not applicable,WGS,300,5358527940,PRJNA434660,SAMN08567280,Plant,1695017755,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817351,USA,North America,USA:Maryland,Illumina HiSeq 4000,1,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:11:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862465,not applicable,WGS,300,5814014910,PRJNA434660,SAMN08567280,Plant,1756011922,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817350,USA,North America,USA:Maryland,Illumina HiSeq 4000,8,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:13:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862466,not applicable,WGS,299,6131262588,PRJNA434660,SAMN08567280,Plant,1849395918,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817349,USA,North America,USA:Maryland,Illumina HiSeq 4000,7,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:13:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862467,not applicable,WGS,299,4885009909,PRJNA434660,SAMN08567280,Plant,1506128776,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817348,USA,North America,USA:Maryland,Illumina HiSeq 4000,6,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:11:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862468,not applicable,WGS,298,6559405421,PRJNA434660,SAMN08567280,Plant,2008347109,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817347,USA,North America,USA:Maryland,Illumina HiSeq 4000,5,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:12:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862469,not applicable,WGS,299,2710548301,PRJNA434660,SAMN08567280,Plant,846499859,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817346,USA,North America,USA:Maryland,Illumina HiSeq 4000,11,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:10:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862470,not applicable,WGS,299,6807790455,PRJNA434660,SAMN08567280,Plant,2083547059,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817345,USA,North America,USA:Maryland,Illumina HiSeq 4000,9,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:15:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862471,not applicable,WGS,299,4857442443,PRJNA434660,SAMN08567280,Plant,1490453376,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817344,USA,North America,USA:Maryland,Illumina HiSeq 4000,53,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:11:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862472,not applicable,WGS,299,4076556815,PRJNA434660,SAMN08567280,Plant,1286543896,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817343,USA,North America,USA:Maryland,Illumina HiSeq 4000,54,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:11:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862473,not applicable,WGS,298,4391747269,PRJNA434660,SAMN08567280,Plant,1372939885,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817342,USA,North America,USA:Maryland,Illumina HiSeq 4000,51,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:13:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862474,not applicable,WGS,299,2823887693,PRJNA434660,SAMN08567280,Plant,888216645,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817341,USA,North America,USA:Maryland,Illumina HiSeq 4000,52,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:12:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862475,not applicable,WGS,298,7456605292,PRJNA434660,SAMN08567280,Plant,2362405876,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817340,USA,North America,USA:Maryland,Illumina HiSeq 4000,49,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:15:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862476,not applicable,WGS,297,8688829014,PRJNA434660,SAMN08567280,Plant,2766349812,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817339,USA,North America,USA:Maryland,Illumina HiSeq 4000,50,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:18:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862477,not applicable,WGS,299,4668877720,PRJNA434660,SAMN08567280,Plant,1434127821,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817338,USA,North America,USA:Maryland,Illumina HiSeq 4000,47,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:15:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862478,not applicable,WGS,297,8262431137,PRJNA434660,SAMN08567280,Plant,2645011535,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817337,USA,North America,USA:Maryland,Illumina HiSeq 4000,48,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:23:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862479,not applicable,WGS,296,5331347336,PRJNA434660,SAMN08567280,Plant,1747858107,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817336,USA,North America,USA:Maryland,Illumina HiSeq 4000,45,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:15:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862480,not applicable,WGS,299,4798089326,PRJNA434660,SAMN08567280,Plant,1457104350,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817335,USA,North America,USA:Maryland,Illumina HiSeq 4000,46,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:15:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862481,not applicable,WGS,297,5430897559,PRJNA434660,SAMN08567280,Plant,1727088013,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817334,USA,North America,USA:Maryland,Illumina HiSeq 4000,44,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:18:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862482,not applicable,WGS,297,5740543595,PRJNA434660,SAMN08567280,Plant,1819182236,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817333,USA,North America,USA:Maryland,Illumina HiSeq 4000,43,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:15:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862483,not applicable,WGS,298,1919610754,PRJNA434660,SAMN08567280,Plant,623021666,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817332,USA,North America,USA:Maryland,Illumina HiSeq 4000,38,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:10:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862484,not applicable,WGS,298,1871664932,PRJNA434660,SAMN08567280,Plant,605510619,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817331,USA,North America,USA:Maryland,Illumina HiSeq 4000,37,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:10:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862485,not applicable,WGS,297,1329560436,PRJNA434660,SAMN08567280,Plant,467775211,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817330,USA,North America,USA:Maryland,Illumina HiSeq 4000,36,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:09:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862486,not applicable,WGS,297,4613809077,PRJNA434660,SAMN08567280,Plant,1652537507,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817329,USA,North America,USA:Maryland,Illumina HiSeq 4000,35,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:17:00Z,1,AthMu,SRP133100,leaf,TAIR10
SRR6862487,not applicable,WGS,296,8631570116,PRJNA434660,SAMN08567280,Plant,2742183921,SOUTH DAKOTA STATE UNIVERSITY,public,"bam,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4-8 leaves seedings,Columbia,SRX3817328,USA,North America,USA:Maryland,Illumina HiSeq 4000,42,PAIRED,RANDOM,GENOMIC,Arabidopsis thaliana,ILLUMINA,2018-12-11T00:00:00Z,2018-03-19T18:18:00Z,1,AthMu,SRP133100,leaf,TAIR10
